nome,endereco,telefone,whatsapp,instagram,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps
Oficina Magneto Moto Peças,"Estr. Santo Antônio, 380 - Jardim Willis, Japeri - RJ, 26455-280",,,https://www.instagram.com/rondoncar_,,oficina mecânica,False,,5.0,,"Japeri, RJ",Jardim Willis,"https://www.google.com/maps/place/Oficina+Magneto+Moto+Pe%C3%A7as/@-22.6890816,-43.9092227,11z/data=!4m10!1m2!2m1!1soficina+mec%C3%A2nica+em+Japeri,+RJ!3m6!1s0x995b007b8b1819:0xf088717c67739209!8m2!3d-22.6744395!4d-43.5977153!15sCh9vZmljaW5hIG1lY8OibmljYSBlbSBKYXBlcmksIFJKWiAiHm9maWNpbmEgbWVjw6JuaWNhIGVtIGphcGVyaSByapIBFm1vdG9yY3ljbGVfcmVwYWlyX3Nob3CaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhrVDAxcmQzbE5SMnQzVXpOc2JHVkZhSEJXVkZKTFdXeEdOVlJYWXhBQuABAPoBBAgAEDo!16s%2Fg%2F11n3_937cq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Jireh Tech Auto,"Av. Tancredo Neves, 6 - Eng. Pedreira, Japeri - RJ, 26420-243",21) 98764-1650,21) 98764-1650,https://www.instagram.com/rondoncar_,,oficina mecânica,False,,5.0,,"Japeri, RJ",Eng. Pedreira,"https://www.google.com/maps/place/Jireh+Tech+Auto/@-22.6890816,-43.9092227,11z/data=!4m10!1m2!2m1!1soficina+mec%C3%A2nica+em+Japeri,+RJ!3m6!1s0x995bebbb8d6405:0x8b220cd1ec60dd84!8m2!3d-22.6857089!4d-43.6156224!15sCh9vZmljaW5hIG1lY8OibmljYSBlbSBKYXBlcmksIFJKkgEQYXV0b19yZXBhaXJfc2hvcOABAA!16s%2Fg%2F11t6mg85ff?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Diogo Pneus. ( KC LOPES ROCHA),"Estr. Miguel Pereira, 777 - Nova Belém, Japeri - RJ, 26443-050",21) 2670-5838,,https://www.instagram.com/rondoncar_,,oficina mecânica,True,https://linktr.ee/diogopneusjaperi,4.3,,"Japeri, RJ",Nova Belém,"https://www.google.com/maps/place/Diogo+Pneus.+(+KC+LOPES+ROCHA)/@-22.6890816,-43.9092227,11z/data=!4m10!1m2!2m1!1soficina+mec%C3%A2nica+em+Japeri,+RJ!3m6!1s0x995023ecc6040d:0x5672d087a0086c16!8m2!3d-22.6538425!4d-43.6607113!15sCh9vZmljaW5hIG1lY8OibmljYSBlbSBKYXBlcmksIFJKWiAiHm9maWNpbmEgbWVjw6JuaWNhIGVtIGphcGVyaSByapIBC3doZWVsX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsZURkTE5qRjNSUkFC4AEA-gEECAAQHw!16s%2Fg%2F11bv386wlg?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
ELIO CAR SERVICE - Oficina Mecânica,"R. Gracinda Pereira, 20 - Rio D'ouro, Japeri - RJ, 26050-215",21) 98276-9477,21) 98276-9477,https://www.instagram.com/rondoncar_,,oficina mecânica,False,http://instagram.com/lubricarautomotive,4.9,,"Japeri, RJ",Rio D'ouro,"https://www.google.com/maps/place/ELIO+CAR+SERVICE+-+Oficina+Mec%C3%A2nica/@-22.6890816,-43.9092227,11z/data=!4m10!1m2!2m1!1soficina+mec%C3%A2nica+em+Japeri,+RJ!3m6!1s0x994394b3fd2287:0xdcb76f6463a70c97!8m2!3d-22.6553419!4d-43.5359537!15sCh9vZmljaW5hIG1lY8OibmljYSBlbSBKYXBlcmksIFJKWiAiHm9maWNpbmEgbWVjw6JuaWNhIGVtIGphcGVyaSByapIBCmNhcl9yZXBhaXKaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnc1YUZaRk1VOVlNa3BaVWxSS2RWVXdTWGRXVmtwd1lVVkplRkZ0WXhBQuABAPoBBAgAEEI!16s%2Fg%2F11flg2c37t?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Odilon mecânico,"R. São Paulo, 591 - Chacrinha, Japeri - RJ, 26440-180",,,https://www.instagram.com/rondoncar_,,oficina mecânica,False,,,,"Japeri, RJ",Chacrinha,"https://www.google.com/maps/place/Odilon+mec%C3%A2nico/@-22.6890816,-43.9092227,11z/data=!4m10!1m2!2m1!1soficina+mec%C3%A2nica+em+Japeri,+RJ!3m6!1s0x994f0001045bff:0xecaadadc5c5a7a75!8m2!3d-22.6433375!4d-43.6434262!15sCh9vZmljaW5hIG1lY8OibmljYSBlbSBKYXBlcmksIFJKkgEQYXV0b19yZXBhaXJfc2hvcOABAA!16s%2Fg%2F11ylmbc9zl?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pet Shop É o Bicho Japeri,"R. Kate, 04 - Vila Carmelita, Japeri - RJ, 26463-200",21) 99107-3708,21) 99107-3708,,,pet shop,False,,4.2,,"Japeri, RJ",Vila Carmelita,"https://www.google.com/maps/place/Pet+Shop+%C3%89+o+Bicho+Japeri/@-22.6804419,-43.670019,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995b27bd439769:0x78bde905b2fd5f34!8m2!3d-22.6804419!4d-43.5979212!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBDXJlcHRpbGVfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTXhibll0ZG1wQlJSQULgAQD6AQQIABBD!16s%2Fg%2F11csq85k49?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pet Shop Mundo Pet I Veterinária Popular I Engenheiro Pedreira - Japeri,"Rua Olavo Bilac, 25 - Loja B - Eng. Pedreira, Japeri - RJ, 26445-010",21) 97885-2502,21) 97885-2502,,,pet shop,False,,4.8,,"Japeri, RJ",Eng. Pedreira,"https://www.google.com/maps/place/Pet+Shop+Mundo+Pet+I+Veterin%C3%A1ria+Popular+I+Engenheiro+Pedreira+-+Japeri/@-22.6776999,-43.6782248,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995b095e9822fb:0x151be5e2a2100dfd!8m2!3d-22.6776999!4d-43.606127!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMU5IRkhWVVpSRUFF4AEA-gEECAAQPw!16s%2Fg%2F11rd2bkm5m?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Jardim Pet Life,"R. São Sebastião, 347 - Chacrinha, Japeri - RJ, 26440-190",21) 98591-8709,21) 98591-8709,https://www.instagram.com/p/CQR-nPTlsjV/?utm_medium=copy_link,,pet shop,False,https://www.instagram.com/p/CQR-nPTlsjV/?utm_medium=copy_link,4.8,,"Japeri, RJ",Chacrinha,"https://www.google.com/maps/place/Jardim+Pet+Life/@-22.6429368,-43.718307,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fee259328ab:0x2c2780985202cea2!8m2!3d-22.6429368!4d-43.6462092!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOMWIwNXlWMXBSRUFF4AEA-gEECAAQHw!16s%2Fg%2F11fl99y9nh?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Almir Rações,"Av presidente Tancredo Neves lt 3 qd 77 loja 5 - Parque Mucaja, Japeri - RJ, 26410-050",21) 97024-9139,21) 97024-9139,,,pet shop,False,,4.7,,"Japeri, RJ",Parque Mucaja,"https://www.google.com/maps/place/Almir+Ra%C3%A7%C3%B5es/@-22.6776999,-43.6782248,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995aeba265356f:0x39f41ca8c9e987e2!8m2!3d-22.6853106!4d-43.6151338!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBDXJlcHRpbGVfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUjRPRFpFYkc1QlJSQULgAQD6AQQIABAu!16s%2Fg%2F11fps7lkm2?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
RAÇÕES THALEDI LTDA ME,"R. Cel. Emídio Lemos, 436 - Centro de Japeri, Japeri - RJ, 26435-250",21) 2670-1429,,,,pet shop,False,,4.5,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/RA%C3%87%C3%95ES+THALEDI+LTDA+ME/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fe0ef7729af:0xab0873f3ff27834b!8m2!3d-22.6467436!4d-43.6549882!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBDXBvdWx0cnlfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUk1jalJmWmpoM1JSQULgAQD6AQQIVRAc!16s%2Fg%2F1tdk1tl7?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
AGROPetJB,"R. Ferreira da Graça, 267 - Centro de Japeri, Japeri - RJ, 26435-370",21) 99443-6260,21) 99443-6260,,,pet shop,False,,5.0,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/AGROPetJB/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fb794b10371:0x434a16b831da743e!8m2!3d-22.6466539!4d-43.6562126!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyeHNTR015YkZGUlYxWlRVakJ2TlZWdVFsQlZNVlozVlZkb1dsUXhSUkFC4AEA-gEECAAQJQ!16s%2Fg%2F11j6wvt2r5?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Loja de Ração dois Irmãos,"R. João Salgado dos Santos - Chacrinha, Japeri - RJ, 26440-570",21) 99485-6410,21) 99485-6410,,,pet shop,False,,5.0,,"Japeri, RJ",Chacrinha,"https://www.google.com/maps/place/Loja+de+Ra%C3%A7%C3%A3o+dois+Irm%C3%A3os/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994f40c15b5541:0x6d28cfffcba306c3!8m2!3d-22.6440417!4d-43.646216!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBDXJlcHRpbGVfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjFNalpNYTBkbkVBReABAPoBBAgAECc!16s%2Fg%2F11m_jm7n8_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
roZa Wall Pet's,"78 Loja - Av. Joaquim Leite Serrão, 78 - Chacrinha, Japeri - RJ, 26440-620",21) 98271-7116,21) 98271-7116,,,pet shop,False,,5.0,,"Japeri, RJ",Chacrinha,"https://www.google.com/maps/place/roZa+Wall+Pet's/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994f356a5b3b2f:0x9afa9ad964866c25!8m2!3d-22.6424656!4d-43.6458404!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBDXJlcHRpbGVfc3RvcmWaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBOZW1ScldrOVNWWGQzVFcxNFFtVnNRalpUYlc5NlpGUk9ZVmxYWXhBQuABAPoBBAgAEBs!16s%2Fg%2F11wg7rm4c5?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
VetClin - Clínica Veterinária e PetShop,"Av. Dr. Arruda Negreiros, 86 - Centro de Japeri, Japeri - RJ, 26460-200",21) 2670-1323,,,,pet shop,True,https://veterinariavetclin.com.br/,4.6,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/VetClin+-+Cl%C3%ADnica+Veterin%C3%A1ria+e+PetShop/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fe73264f12b:0xbf260537d11c2979!8m2!3d-22.645161!4d-43.6552829!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBD3ZldGVyaW5hcnlfY2FyZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNNGREUnBkekozUlJBQuABAPoBBAgAEDw!16s%2Fg%2F11c5h44fng?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
SPA PET Delícia de Banho e Tosa,"R. Doná Sônia Palatnik, 212 - Nova Belém, Japeri - RJ, 26435-130",21) 97343-1955,21) 97343-1955,,,pet shop,False,,5.0,,"Japeri, RJ",Nova Belém,"https://www.google.com/maps/place/SPA+PET+Del%C3%ADcia+de+Banho+e+Tosa/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995106c9842ee3:0x3af601b0e09b5234!8m2!3d-22.6531289!4d-43.6585746!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSQ2JXTTJRMVIzRUFF4AEA-gEECAAQEg!16s%2Fg%2F11syfsb0ss?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pet Bazar Alternativa,"Av. Leni Ferreira, 181 - Centro de Japeri, Japeri - RJ, 26435-210",21) 2670-1382,,,,pet shop,False,,4.4,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/Pet+Bazar+Alternativa/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fddf7fa6a43:0x83a699d4a5fd817a!8m2!3d-22.6441828!4d-43.6573736!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBEHBldF9zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F1ptyf1wm0?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Santana Agropet,"Estr. Miguel Pereira, 585 - Nova Belém, Japeri - RJ, 26443-050",21) 96822-0951,21) 96822-0951,,,pet shop,False,,5.0,,"Japeri, RJ",Nova Belém,"https://www.google.com/maps/place/Santana+Agropet/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x99514e9523bc23:0x64a98af42ed8d2b6!8m2!3d-22.6525694!4d-43.6595381!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCmZlZWRfc3RvcmXgAQA!16s%2Fg%2F11mlvlm8b2?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Cores Rações,"R. Velasques, 1 - Cidade Jardim Marajoara, Japeri - RJ",21) 97460-1215,21) 97460-1215,,,pet shop,False,,4.4,,"Japeri, RJ",Cidade Jardim Marajoara,"https://www.google.com/maps/place/Cores+Ra%C3%A7%C3%B5es/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995b6376bd91b3:0xfa968a6be4d4b387!8m2!3d-22.6976453!4d-43.6285997!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSbE4xbERYMEpuRUFF4AEA-gEECAAQIA!16s%2Fg%2F11f5_6xj77?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pet shop GM,"A domicílio - Cidade Jardim Marajoara, Japeri - RJ, 26413-120",,,,,pet shop,False,,,,"Japeri, RJ",Cidade Jardim Marajoara,"https://www.google.com/maps/place/Pet+shop+GM/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995ba6be1587eb:0xeab69f6cbe948793!8m2!3d-22.7020393!4d-43.6281006!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKkgELcGV0X2dyb29tZXLgAQA!16s%2Fg%2F11kqzr956t?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Casa de Ração Pet Marley,"R. da Grota, 96 - Loja - São João, Japeri - RJ, 26453-095",,,,,pet shop,False,,5.0,,"Japeri, RJ",São João,"https://www.google.com/maps/place/Casa+de+Ra%C3%A7%C3%A3o+Pet+Marley/@-22.6716631,-43.6836631,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x995bf53905b72b:0xed8cd688b77f04a!8m2!3d-22.6716631!4d-43.6115653!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBCXBldF9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuVFVOSk1rcHBkemwzUlJBQuABAPoBBAgAEBs!16s%2Fg%2F11mv_4mjkh?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
REDE MUNDO PET,"Av. Leni Ferreira, 74 - Centro de Japeri, Japeri - RJ, 26435-270",,,,,pet shop,False,,,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/REDE+MUNDO+PET/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994fe75c121061:0x2daec7550a9178c3!8m2!3d-22.6437709!4d-43.65638!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKkgEJcGV0X3N0b3Jl4AEA!16s%2Fg%2F11xkgvmhyn?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Rei Agro Rações,"R. São Paulo, 369 - Chacrinha, Japeri - RJ, 26440-180",21) 2670-2766,,,,pet shop,False,,5.0,,"Japeri, RJ",Chacrinha,"https://www.google.com/maps/place/Rei+Agro+Ra%C3%A7%C3%B5es/@-22.6467436,-43.727086,13z/data=!4m11!1m3!2m2!1spet+shop+em+Japeri,+RJ!6e6!3m6!1s0x994f6229c7b413:0x74fdb5aabc12f934!8m2!3d-22.6428906!4d-43.6436922!15sChZwZXQgc2hvcCBlbSBKYXBlcmksIFJKWhciFXBldCBzaG9wIGVtIGphcGVyaSByapIBEHBldF9zdXBwbHlfc3RvcmXgAQA!16s%2Fg%2F11s1b2mpjr?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
LD Moda Feminina,"R. Francisco Antônio Russo, 36 - Eng. Pedreira, Japeri - RJ, 26445-140",21) 97394-1682,21) 97394-1682,https://www.instagram.com/ld_moda_feminina0?igsh=aGN4aHVzbmo4eGs3&utm_source=qr,,loja de roupas,False,https://www.instagram.com/ld_moda_feminina0?igsh=aGN4aHVzbmo4eGs3&utm_source=qr,5.0,,"Japeri, RJ",Eng. Pedreira,"https://www.google.com/maps/place/LD+Moda+Feminina/@-22.6619461,-43.6278201,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x995b0026d70863:0xe549b84f3c603658!8m2!3d-22.6751021!4d-43.6065539!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKkgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11yl_3lhtg?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Loja Mais Bella,"Av. Leni Ferreira, 145 - Centro de Japeri, Japeri - RJ, 26435-210",21) 97671-8040,21) 97671-8040,,,loja de roupas,False,,5.0,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/Loja+Mais+Bella/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994ff19e95993b:0x98179e5d4a2138c6!8m2!3d-22.6441246!4d-43.6569438!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKWh0iG2xvamEgZGUgcm91cGFzIGVtIGphcGVyaSByapIBBXN0b3JlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhYTNGSFlVVlJFQUXgAQD6AQQIABBD!16s%2Fg%2F11mjzpg74_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Jeta Biquinis e Moda Fitness,"Av. Eduardo Souto - Eng. Pedreira, Japeri - RJ, 26423-380",21) 99365-5457,21) 99365-5457,,,loja de roupas,True,https://jeta-biquinis-e-moda-fitinis.ueniweb.com/?utm_campaign=gmb,5.0,,"Japeri, RJ",Eng. Pedreira,"https://www.google.com/maps/place/Jeta+Biquinis+e+Moda+Fitness/@-22.6619461,-43.6278202,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x995b4affb4fb81:0x5f2358b2c71f5aae!8m2!3d-22.6781203!4d-43.6166757!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKkgEOc3dpbXdlYXJfc3RvcmXgAQA!16s%2Fg%2F11r1cpvqcq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
CRISDEL JAPERI,"Rua Cheyk Rejame, 247 - Centro de Japeri, Japeri - RJ, 26435-270",21) 2670-3736,,,,loja de roupas,False,,4.8,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/CRISDEL+JAPERI/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994fa64a6fb33d:0xd3e1f782e17393d6!8m2!3d-22.6446304!4d-43.6568717!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKWh0iG2xvamEgZGUgcm91cGFzIGVtIGphcGVyaSByapIBBXN0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0TmQwMUlhRlpYV0U1NVQxaGFNMVZXV2pOTmJVcGhZMWR3VFZFeFJSQULgAQD6AQQIABAh!16s%2Fg%2F11kccbc03_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
RF Multimarcas,"R. Doná Leocádia, 252 - Centro de Japeri, Japeri - RJ, 26435-205",,,,,loja de roupas,False,,5.0,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/RF+Multimarcas/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994fe0091887c7:0x9d9d9d2958be8095!8m2!3d-22.6485142!4d-43.6565399!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKkgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11h_slrs74?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Luana Freitas Moda Feminina,"Rua doná Laura, R. Dona Leonora Schiavo, 183, Japeri - RJ, 26440-340",21) 97457-2205,21) 97457-2205,,,loja de roupas,False,,,,"Japeri, RJ",RJ,"https://www.google.com/maps/place/Luana+Freitas+Moda+Feminina/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994f9b2fc24c73:0x116003a6b378573c!8m2!3d-22.6431468!4d-43.6511145!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKkgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11z5vddbf1?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Lojas Dujuca,"Av. Leni Ferreira, 217 - Centro de Japeri, Japeri - RJ, 26435-210",21) 2670-1242,,,,loja de roupas,False,,3.9,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/Lojas+Dujuca/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994fdde1eda181:0xb393bb9f409b0256!8m2!3d-22.6442486!4d-43.657642!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKWh0iG2xvamEgZGUgcm91cGFzIGVtIGphcGVyaSByapIBD2FwcGxpYW5jZV9zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOYU5tWm1NSGRCUlJBQuABAPoBBAgAEBs!16s%2Fg%2F11c46g0x52?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
DONA BELLA CLOTHING STORE,"R. Rosária Loureiro - Centro de Japeri, Japeri - RJ, 26435-210",,,,,loja de roupas,False,,,,"Japeri, RJ",Centro de Japeri,"https://www.google.com/maps/place/DONA+BELLA+CLOTHING+STORE/@-22.6441246,-43.6929927,14z/data=!4m11!1m3!2m2!1sloja+de+roupas+em+Japeri,+RJ!6e6!3m6!1s0x994fe757828223:0x1a818d0215a8e587!8m2!3d-22.6440386!4d-43.6565724!15sChxsb2phIGRlIHJvdXBhcyBlbSBKYXBlcmksIFJKkgEOY2xvdGhpbmdfc3RvcmXgAQA!16s%2Fg%2F11w590wm5m?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
