nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao
O Bar da Usina,"Nova Iguaçu, RJ",,,,,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Odonto Vitality | Clínica de Odontologia em Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,lucon.empresarial@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Olimpia Fitness,"Nova Iguaçu, RJ",,,,,,False,glaucioapocalipse@yahoo.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
On Fit Academia,"Nova Iguaçu, RJ",,,,,,False,tertomarialucia@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria e Confeitaria Bandeirantes,"Nova Iguaçu, RJ",,,,,,False,rafagandra.rg@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Personal dos Olhos - Ótica em Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,asmcont@ig.com.br,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Pet Shop Cat & Dog,"Nova Iguaçu, RJ",,,,,,False,fortalezacont@yahoo.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Petz Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Pilates Estúdio Varanda,"Nova Iguaçu, RJ",,,,,,False,igormontteiro2@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Planejar Marcenaria,"Nova Iguaçu, RJ",,,,,,False,sobmedidaplanejados@yahoo.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
RJ Vet Diagnóstico Nova Iguaçú,"Nova Iguaçu, RJ",,,,,,False,niciocosta@bol.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Rancho Novo Pet Shop,"Nova Iguaçu, RJ",,,,,,False,danielaneves@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Restaurante Graça da Vila - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,barrapro@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Robelli Modas | Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Royal Supermercados - (Nova Iguaçu),"Nova Iguaçu, RJ",,,,,,False,ramiorilisboa26@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
STUDIO PILATES CRIS LIMA,"Nova Iguaçu, RJ",,,,,,False,evgrana@globo.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Salão de Beleza Nova Iguaçu Studio Camila Freitas,"Nova Iguaçu, RJ",,,,,,False,mandre.summit@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Saúde Animal - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,alexandre_novello@hotmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Serralheria Nova Art,"Nova Iguaçu, RJ",,,,,,False,adryana.barroso@outlook.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Serralheria Novamente & Prestadora de Serviços,"Nova Iguaçu, RJ",,,,,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Serralheria de Alumínio do Marcio (M.A.M),"Nova Iguaçu, RJ",,,,,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Sonhos das Cestas.ni,"Nova Iguaçu, RJ",,,,,,False,brunoekel87@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Spa Gente Bonita,"Nova Iguaçu, RJ",,,,,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Studio de Beleza Claudia Marriel,"Nova Iguaçu, RJ",,,,,,False,simvel@ig.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Studio de Pilates Leonia Varejão,"Nova Iguaçu, RJ",,,,,,False,prisci.nh@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Super Bom Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,cruzfreinet@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Tak Vet - Unidade Nova Iguaçu 24 Horas.,"Nova Iguaçu, RJ",,,,,,False,takvetcomendador@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Top Medic | Clínica Médica Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,cpramos.solucoes@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Tulipa Flores - Nova Iguaçu,"Nova Iguaçu, RJ",,,,,,False,brunovsroma@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
VE LIBERARTE bicicletas eletrica,"Nova Iguaçu, RJ",,,,,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Vidraçaria Bougainville,"Nova Iguaçu, RJ",,,,,,False,joao.fentenes2020@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Vidraçaria Jardim Tropical,"Nova Iguaçu, RJ",,,,,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Vilah Phone - iPhone e Xiaomi,"Nova Iguaçu, RJ",,,,,,False,recrutamentorjperfil@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
serralheriacaracol,"Nova Iguaçu, RJ",,,,,,False,alexsandrersampaio2010@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Advogada Nova Iguaçu | Xisliane Dias Advocacia e Consultoria Jurídica,"Nova Iguaçu, RJ",advogado,21) 96417-1169,"R. Otávio Tarquino, 74 - sala 606 - Centro, Nova Iguaçu - RJ, 26210-172",5.0,,False,luanrodriguesadvogados@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Alexander Sudário - Advogado Previdenciário Nova Iguaçu RJ,"Nova Iguaçu, RJ",advogado,,"R. Otávio Tarquino, 410 - sala 804 - Centro, Nova Iguaçu - RJ, 26210-171",4.9,,False,yuri.serafim@yahoo.com.br,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Auto Escola Pinheiro Iguaçu,"Nova Iguaçu, RJ",auto escola,21) 2695-6013,"R. Barroso, 26 - Vila São Luís, Nova Iguaçu - RJ, 26012-410",4.5,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Autoescola Lisboa Unidade Miguel Couto,"Nova Iguaçu, RJ",auto escola,21) 97706-6256,"Antiga loja do Subway e próximo ao sinal - Rua Cameron, lote1 - Miguel Couto, Nova Iguaçu - RJ, 26070-482",5.0,,False,alesicarneiro@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
BAR POINT DA ROSE,"Nova Iguaçu, RJ",bar,21) 97305-8459,"Estr. D, 1110 - Kennedy, Nova Iguaçu - RJ, 26020-157",4.6,,False,narizdabarao@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barto Bar Galático Nova Iguaçu,"Nova Iguaçu, RJ",bar,21) 96929-6901,"Av. Dr. Mario Guimarães, 623 - Centro, Nova Iguaçu - RJ, 26255-230",4.1,,False,lma.level@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Burguesinha Petiscaria Bar,"Nova Iguaçu, RJ",bar,21) 98812-2441,"R. Pedro Ernesto, 158 - Imperador, Nova Iguaçu - RJ, 26225-720",4.9,,False,daianalima2198@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Canela Russa Bar,"Nova Iguaçu, RJ",bar,21) 99705-2607,"R. Antônio Teixeira, 15 - Metrópole, Nova Iguaçu - RJ, 26215-400",4.6,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Conversa Fiada,"Nova Iguaçu, RJ",bar,,"Rua Juiz Alberto Nader, 36 - Jardim Sao Joao, Nova Iguaçu - RJ, 26255-291",4.4,,False,amandasilvanovaes@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Duda's Bar,"Nova Iguaçu, RJ",bar,21) 3764-2583,"R. Dona Clara de Araújo, 1847 - Cruzeiro do Sul, Nova Iguaçu - RJ, 26012-070",4.5,,False,denisenatalia4@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Flow GastroBar,"Nova Iguaçu, RJ",bar,,"R. Cel. Francisco Soares, 1364 - Centro, Nova Iguaçu - RJ, 26220-032",4.4,,False,lucianoggois@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Tribus Pub,"Nova Iguaçu, RJ",bar,,"Av. Nilo Peçanha, 1521 - Rancho Novo, Nova Iguaçu - RJ, 26015-011",4.6,,False,caixadebarulho@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
A barbearia,"Nova Iguaçu, RJ",barbearia,21) 3499-6339,"R. Oscar Soares, 841 - Parque Rosario, Nova Iguaçu - RJ, 26220-098",4.9,,False,alexsandercardoso623@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Art do Disfarce,"Nova Iguaçu, RJ",barbearia,21) 97540-8960,"R. Damas Batista, 1216 - loja A - Jardim Tropical, Nova Iguaçu - RJ, 26011-152",4.8,,False,gabielvitor7@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Don Juan,"Nova Iguaçu, RJ",barbearia,21) 3745-0021,"Vitality Center - Av. Dr. Mario Guimarães, 318 - loja 5 - Centro, Nova Iguaçu - RJ, 26255-230",4.9,,False,lucascamardella@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barbearia Santiago’s,"Nova Iguaçu, RJ",barbearia,21) 96899-5918,"Estr. Dep. Darcílio Ayres Raunheitti, 900A - Vila Operária, Nova Iguaçu - RJ, 26070-461",4.8,,False,naotenhoemail@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barber Shop Hair & Style,"Nova Iguaçu, RJ",barbearia,21) 96435-2637,"R. Damas Batista, 997 - Jardim Tropical, Nova Iguaçu - RJ, 26011-151",4.9,,False,avcontmarilia@yahoo.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Fio a Fio Barbearia,"Nova Iguaçu, RJ",barbearia,,"R. Cel. Francisco Soares, 1017 - Centro, Nova Iguaçu - RJ, 26216-031",4.7,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Tak Vet Clínica Popular Veterinária,"Nova Iguaçu, RJ",clínica veterinária,21) 2391-7008,"R. Gov. Portela, 1018 - Centro, Nova Iguaçu - RJ, 26220-000",4.8,,False,takvetcomendador@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Veterinária Iguassú,"Nova Iguaçu, RJ",clínica veterinária,21) 2668-1654,"R. Luís Sobral, 1313 - Metrópole, Nova Iguaçu - RJ, 26013-736",4.9,,False,renatapimentel.rj@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Casa Yah Confeitaria,"Nova Iguaçu, RJ",confeitaria,21) 97540-7920,"R. Dr. José Brigagão Ferreira - Centro, Nova Iguaçu - RJ, 26255-295",5.0,,False,yahdoces@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Doce Sabor Confeitaria,"Nova Iguaçu, RJ",confeitaria,21) 3903-1444,"R. Maria José, 104 - loja A - Comendador Soares, Nova Iguaçu - RJ, 26280-400",4.8,,False,denisednd2@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria E Confeitaria Rios,"Nova Iguaçu, RJ",confeitaria,21) 2669-0762,"R. Lili, 329 - Comendador Soares, Nova Iguaçu - RJ, 26276-460",4.6,,False,pj.advogados@yahoo.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria do Seu Manel,"Nova Iguaçu, RJ",confeitaria,21) 2667-4323,"Av. Nilo Peçanha, 1612 - Rancho Novo, Nova Iguaçu - RJ, 26015-012",4.5,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria e Confeitaria Gandra,"Nova Iguaçu, RJ",confeitaria,21) 97131-5465,"R. Prof. Heleno Fragoso, 979 - Jardim Iguaçu, Nova Iguaçu - RJ, 26282-011",4.5,,False,camilaeluans2@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Service Odonto Nova Iguaçu 2,"Nova Iguaçu, RJ",dentista,21) 98744-2039,"Av. Nilo Peçanha, Nº 215 - APTº 201 - Centro - Nova Iguaçu - RJ. - Nova iguaçu, Nova Iguaçu - RJ, 26210-000",4.8,,False,ramonccaa@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Eletricista Erivelson,"Nova Iguaçu, RJ",eletricista,21) 98137-3360,"R. Wilson Barroso, 20 - São Bento, Duque de Caxias - RJ, 25045-031",5.0,,False,freitas801matheus@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
JG soluções elétricas,"Nova Iguaçu, RJ",eletricista,21) 99638-3080,"R. Bagé, 19 - Vila Leopoldina, Duque de Caxias - RJ, 25060-360",5.0,,False,jorgezubaran01@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Bombeiro Hidráulico Antônio Carlos,"Nova Iguaçu, RJ",encanador,21) 96623-5522,"R. Machado Coelho, 529 - Rancho Novo, Nova Iguaçu - RJ, 26012-120",4.4,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Bombeiro hidráulico,"Nova Iguaçu, RJ",encanador,21) 96946-6879,"R. Piaçava, 314 - Banco de Areia, Mesquita - RJ, 26570-110",5.0,,False,rodrigosilva17393@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
ACC Idiomas,"Nova Iguaçu, RJ",escola de idiomas,21) 96712-8460,"R. Laudelina, 22 - Andrade Araujo, Nova Iguaçu - RJ, 26195-210",5.0,,False,simonsaysonline01@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Clínica Naah - Clínica de Estética e Beleza - Nova Iguaçu,"Nova Iguaçu, RJ",estética,21) 98012-6025,"Edifício Metropolis - Rua Getúlio Vargas, 121 - Sala 1003 - 10 andar - Centro, Nova Iguaçu - RJ, 26255-060",4.8,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Rubi Estética Avançada,"Nova Iguaçu, RJ",estética,21) 95925-2941,"Av. Gov. Roberto Silveira, 470 - Loja 12 - Centro, Nova Iguaçu - RJ, 26210-210",5.0,,False,espacoroseruby@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Drogaria Cruzeiro do Sul/ Eraldo da Farmácia,"Nova Iguaçu, RJ",farmácia,21) 2668-2286,"R. Dona Clara de Araújo, 1870 - Engenho Pequeno, Nova Iguaçu - RJ, 26010-390",4.8,,False,l.riques@globo.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Drogarias Bom Demais,"Nova Iguaçu, RJ",farmácia,21) 3584-4361,"R. Oscar Soares, 1064 - Parque Rosario, Nova Iguaçu - RJ, 26220-099",3.6,,False,sabinosoares@globo.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Horto Via Light,"Nova Iguaçu, RJ",floricultura,21) 98304-8356,"R. Otávio Tarquino, 295 - Cidade Jardim Parque Estoril, Nova Iguaçu - RJ, 26215-340",4.6,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Top Flores Iguaçu,"Nova Iguaçu, RJ",floricultura,21) 3101-6442,"R. Athaide Pimenta de Morais, 627 - Centro, Nova Iguaçu - RJ, 26210-190",4.7,,False,lise.gata32@hotmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
ACIUM NOVA IGUAÇU,"Nova Iguaçu, RJ",joalheria,21) 98128-6209,"Av. Abílio Augusto Távora, 1111 - Luz, Nova Iguaçu - RJ, 26255-620",4.4,,False,ifoodlpt@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Empório do Aço,"Nova Iguaçu, RJ",joalheria,,"Av. Gov. Roberto Silveira, 540 - Loja Q - 2 - Centro, Nova Iguaçu - RJ, 26285-060",4.6,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Adrielle Lanches,"Nova Iguaçu, RJ",lanchonete,21) 98517-2310,"R. João Venâncio de Figueiredo, 946 - Alto da Posse, Nova Iguaçu - RJ, 26020-000",4.5,,False,jonesclei321@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Box Point - Lanches e Petiscos,"Nova Iguaçu, RJ",lanchonete,21) 97462-1242,"R. Dona Clara de Araújo, 2015 - Vila Iracema, Nova Iguaçu - RJ, 26012-070",4.8,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
LANCHONETE PORÇÃO DOBRADA,"Nova Iguaçu, RJ",lanchonete,21) 98161-0029,"R. Paul Buschle - Jardim Iguaçu, Nova Iguaçu - RJ, 26282-105",4.8,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Lanche do baixinho,"Nova Iguaçu, RJ",lanchonete,,"R. Regaco, 7 - Ponto Chic, Nova Iguaçu - RJ, 26033-560",4.8,,False,marcelo1605ribeiro@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Alpina lavanderia industrial,"Nova Iguaçu, RJ",lavanderia,21) 99251-7684,"R. Acalifa, 29 - Margarida, Nova Iguaçu - RJ, 26010-670",4.3,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Lavanderia Lavando Passando,"Nova Iguaçu, RJ",lavanderia,21) 99189-1792,"R. Santa Rita, 1321 - Jardim Corumbá, Nova Iguaçu - RJ, 26042-800",5.0,,False,stellaasilva19@icloud.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Lavanderia Metrópole,"Nova Iguaçu, RJ",lavanderia,21) 99706-1243,"R. Dr. Barros Júnior, 309 - Centro, Nova Iguaçu - RJ, 26215-072",4.5,,False,paulo.ph06.06@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
4S Bicicletas,"Nova Iguaçu, RJ",loja de bicicleta,21) 98642-7862,"Av. Abílio Augusto Távora, 5038 - Loja 0A - Valverde, Nova Iguaçu - RJ, 26290-600",4.8,,False,sirlene4s@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Atakacicle Bicicletas,"Nova Iguaçu, RJ",loja de bicicleta,21) 4637-9464,"R. Tomás Fonseca, 561 - Comendador Soares, Nova Iguaçu - RJ, 26280-375",4.6,,False,laisw2426@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Barra Forte Bike,"Nova Iguaçu, RJ",loja de bicicleta,,"R. Tomás Fonseca, 2 - Comendador Soares, Nova Iguaçu - RJ, 26280-376",4.5,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Eletrocel,"Nova Iguaçu, RJ",loja de celulares,21) 4107-4720,"R. Antônio Melo, 118 - Centro, Nova Iguaçu - RJ, 26210-230",4.6,,False,ecrimac@gmail.com,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Iguaçu cell,"Nova Iguaçu, RJ",loja de celulares,21) 97428-8343,"R. José Hipólito de Oliveira, 71 - Loja D - Centro, Nova Iguaçu - RJ, 26210-130",5.0,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Nova Iguaçu Outlet,"Nova Iguaçu, RJ",loja de roupas,21) 99571-0619,"Rod. Pres. Dutra, 13900 - Box 01 ao 29 - Jardim Tropical, Nova Iguaçu - RJ, 26015-005",4.5,,False,orgluciano@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Rodrigo montador de móveis e móveis planejados.,"Nova Iguaçu, RJ",marcenaria,21) 99250-8294,"R. Soares Castro, 319 - Parque Ulisses, Nova Iguaçu - RJ, 26010-820",5.0,,False,igormontteiro2@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Nova Opção Material de construção,"Nova Iguaçu, RJ",material de construção,21) 97350-9112,"Rua Reverendo João Musch, 358 - Califórnia, Nova Iguaçu - RJ, 26220-330",4.7,,False,kellybrendoalex@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
PAPEL MATERIAL DE CONSTRUÇÃO,"Nova Iguaçu, RJ",material de construção,21) 99706-5002,"R. Inês, 355 - Prata, Nova Iguaçu - RJ, 26010-040",4.9,,False,linov37@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
MJ Auto Mecânica,"Nova Iguaçu, RJ",oficina mecânica,97000-9309,"R. Dona Clara de Araújo, 2222 - Rancho Novo, Nova Iguaçu - RJ, 26010-391",4.9,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Nova Elite centro automotivo,"Nova Iguaçu, RJ",oficina mecânica,21) 2695-2305,"R. Dr. Frutuoso Rangel, 234 - Centro, Nova Iguaçu - RJ, 26210-310",4.9,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Oficina mecânica Nova Iguaçu - D1 carservice,"Nova Iguaçu, RJ",oficina mecânica,21) 96722-2421,"R. Robert Kennedy, 204 - Parque Flora, Nova Iguaçu - RJ, 26040-710",4.9,,False,elvidione@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Empório do Pão,"Nova Iguaçu, RJ",padaria,21) 2667-5720,"R. Angelina Meireles, 135 - Moquetá, Nova Iguaçu - RJ, 26285-400",4.4,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Nossa Padaria,"Nova Iguaçu, RJ",padaria,21) 2667-4660,"Av. Dr. Mario Guimarães, 828 - Centro, Nova Iguaçu - RJ, 26255-230",4.2,,False,garracertificacaodigital@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria Belém - A casa do pão,"Nova Iguaçu, RJ",padaria,21) 97513-9048,"Estr. Dr. Plínio Casado, 2545 - Prata, Nova Iguaçu - RJ, 26010-421",4.5,,False,lucianoeluciene2010@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria Pão da Terra,"Nova Iguaçu, RJ",padaria,21) 3844-0176,"R. João Batista Rodrigues, 53 - Califórnia, Nova Iguaçu - RJ, 26220-570",4.3,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria Rei do Pão,"Nova Iguaçu, RJ",padaria,21) 99006-2630,"R. Bolívia, 108 - Metrópole, Nova Iguaçu - RJ, 26215-250",4.4,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Padaria e Confeitaria Pão da Vida,"Nova Iguaçu, RJ",padaria,21) 2695-9078,"Av. Monte Libano, 376 - Monte Líbano, Nova Iguaçu - RJ, 26010-753",4.4,,False,alextuwister@hotmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Pão & Mais 24h,"Nova Iguaçu, RJ",padaria,21) 3765-8045,"R. Frei Frederico Vier - Posse, Nova Iguaçu - RJ, 26022-730",4.4,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
DLC PAPELARIA,"Nova Iguaçu, RJ",papelaria,,"R. Brilhantes, 38 - Alto da Posse, Nova Iguaçu - RJ, 26022-260",4.6,,False,cleberdepaula44@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Kepler Papelaria e Livraria,"Nova Iguaçu, RJ",papelaria,21) 3759-2244,"R. Estados Unidos, 1124 - Metrópole, Nova Iguaçu - RJ, 26215-290",4.2,,False,cleberdepaula44@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Papelandia-Papelaria em Nova Iguaçu,"Nova Iguaçu, RJ",papelaria,21) 2658-2202,"Av. Abílio Augusto Távora, 598 - loja 01 - Jardim Alvorada, Nova Iguaçu - RJ, 26265-090",4.8,,False,dr.brunolb@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Papelaria e Bazar Digiton's Lele,"Nova Iguaçu, RJ",papelaria,21) 2761-1106,"R. Porcina, 25 - Andrade Araujo, Nova Iguaçu - RJ, 26010-510",4.4,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Brazilian Pet | Petshop Nova Iguaçu,"Nova Iguaçu, RJ",pet shop,21) 99971-0026,"Av. Dr. Luiz Guimarães, 249 c - Centro, Nova Iguaçu - RJ, 26210-022",5.0,,False,periniandre@ig.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
"Do Piso Ao Teto Empresa Reformas,construção,Manutenção pedreiro pintor empreiteira porcelanato ladrilheiro Nova Iguaçu","Nova Iguaçu, RJ",pintor,21) 97584-0283,"sem número - Av. Henrique Duque Estrada Meyer, 07 - Parque Ambai, Nova Iguaçu - RJ, 26030-380",4.9,,False,vitinhovhc686@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Leandro pintor,"Nova Iguaçu, RJ",pintor,21) 97356-4625,"R. Gastão da Cunha, 19 - Nova Aurora, Belford Roxo - RJ, 26155-100",5.0,,False,ls.175896@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
R. Júlia Viana Rangel,"Nova Iguaçu, RJ",pintor,,"R. Julia Viana Rangel, 83-393 - Jd, R. Valéria Cristina - Jardim Silvana, Belford Roxo - RJ, 26196-320",2.0,,False,estacaodarefrigeracaoiguacu@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Delícias da Vila Pizzaria,"Nova Iguaçu, RJ",pizzaria,21) 3564-0629,"R. Silvânia, 34 - Rancho Novo, Nova Iguaçu - RJ, 26013-120",4.6,,False,edferreira1979@yahoo.com.br,comercial,pessoal_relacionado,60,provedor publico possivelmente do dono
Pizza & Pasta,"Nova Iguaçu, RJ",pizzaria,21) 2667-5696,"Av. Dr. Mario Guimarães, 196 - Centro, Nova Iguaçu - RJ, 26255-230",4.7,,False,claudiolecas@uol.com.br,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
Portal 42,"Nova Iguaçu, RJ",pizzaria,21) 99815-2233,"R. João Venâncio de Figueiredo, 275 - Posse, Nova Iguaçu - RJ, 26020-000",4.9,,False,priscila.souza@live.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
O Camarão Nova Iguaçu,"Nova Iguaçu, RJ",restaurante,21) 2038-4480,"RJ-105, 1111 - Centro, Nova Iguaçu - RJ, 26260-045",4.4,,False,hudsonluizlucena@gmail.com,cnpj,pessoal_relacionado,60,provedor publico possivelmente do dono
