nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
"CONSTRU SÁ Material de Construção, Papelaria, Utilidades e Descartáveis","Mesquita, RJ",papelaria,21) 97696-8806,"R. Cosmorama, 740 - Cosmorama, Mesquita - RJ, 26582-020",5.0,,False,want@alltruckjobs.com,comercial,negocio_direto,90,dominio proprio,ok
PY Festas Papelaria Personalizada e Decoração,"Mesquita, RJ",papelaria,21) 98051-3374,"R. Barros Peixoto, 336 - Banco de Areia, Mesquita - RJ, 26570-041",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Cosmorama Pet Shop,"Mesquita, RJ",pet shop,21) 96470-9744,"R. Cosmorama, 1031 - Cosmorama, Mesquita - RJ, 26582-020",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Shop Atalaia,"Mesquita, RJ",pet shop,21) 2796-0228,"R. Mr. Watkins, 58/64 - Centro, Mesquita - RJ, 26553-090",4.1,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Shop Brasil,"Mesquita, RJ",pet shop,21) 2696-0446,"Rua Sotero, 226 - Santo Elias, Mesquita - RJ, 25575-825",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet Shop Cães & Cia,"Mesquita, RJ",pet shop,21) 2796-2201,"R. Ambrósio, 307 - Vila Emil, Mesquita - RJ, 26582-000",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pet mesquita,"Mesquita, RJ",pet shop,21) 2696-4638,"R. Mr. Watkins, 228 - Centro, Mesquita - RJ, 26553-090",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Apt Car,"Mesquita, RJ",pintor,21) 99070-9268,"Rua Celestino, 27 - Juscelino, Mesquita - RJ, 26550-050",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
"Auto Mecânica,Pintura E Eletrica Elias,150","Mesquita, RJ",pintor,,"R. Bráulio, 130-158 - Santo Elias, Mesquita - RJ, 26560-580",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Jean Car,"Mesquita, RJ",pintor,21) 96706-0532,"Av. Dona Delfina Borges, 172 - Jacutinga, Mesquita - RJ, 26564-000",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Major Pizza,"Mesquita, RJ",pizzaria,21) 97366-8793,"R. Barão do Rio Branco, 310 - Jacutinga, Mesquita - RJ, 26564",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pikanha do Barão,"Mesquita, RJ",restaurante,21) 2796-4206,"R. Itaci - Juscelino, Mesquita - RJ, 26554-610",4.3,,False,purchases@costco.com,comercial,negocio_direto,90,dominio proprio,ok
Polo Gastronômico,"Mesquita, RJ",restaurante,,"R. Ambrósio, 214-238 - Vila Emil, Mesquita - RJ, 26580-250",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Félix Serviços de Beleza,"Mesquita, RJ",salão de beleza,21) 98212-0334,"Trav. João de Souza Dias N• 105 - Jacutinga, Mesquita - RJ, 26564-280",5.0,,False,eat@cicheti.com,comercial,negocio_direto,90,dominio proprio,ok
Marcelo Ferreira Hairstylist,"Mesquita, RJ",salão de beleza,21) 2796-5515,"Rua Aluisio Pinto de Barros, 456 - Centro, Mesquita - RJ, 26553-010",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JQB MARMORARIA SERRALHERIA E VIDRAÇARIA LTDA,"Mesquita, RJ",serralheria,21) 97026-4148,"Av. Pres. Costa e Silva, 205 - Edson Passos, Mesquita - RJ, 26584-001",5.0,,False,chalice@water.org,comercial,negocio_direto,90,dominio proprio,ok
L&P Serralheria e Reformas em Geral,"Mesquita, RJ",serralheria,21) 3488-9978,"Av. São Paulo, 852 - Juscelino, Mesquita - RJ, 26553-360",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MM Serralheiria,"Mesquita, RJ",serralheria,21) 99870-9480,"Rua: Egídio II - Vila Emil, Mesquita - RJ, 26551-081",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Unidos Serralheria,"Mesquita, RJ",serralheria,21) 98026-9491,"R. Arlove Freitas, 46 - Vila Emil, Mesquita - RJ, 26580-230",5.0,,False,メールアドレスはinfo@amanofd.jpです,comercial,negocio_direto,90,dominio proprio,ok
Mercado Tubarão de Mesquita,"Mesquita, RJ",supermercado,21) 3746-0840,"Av. Jorge Júlio da Costa dos Santos, 1385 - Rocha Sobrinho, Mesquita - RJ, 26574-461",4.4,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Supermarket Mesquita,"Mesquita, RJ",supermercado,21) 97133-3963,"Estr. Feliciano Sodré, 2139 - Juscelino, Mesquita - RJ, 26557-710",4.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
IMPERIAL GLASS,"Mesquita, RJ",vidraçaria,21) 2695-5709,"Estr. Dr. Plínio Casado, 2376 - Parque Rosario, Nova Iguaçu - RJ, 26010-421",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JN VIDROS E ACESSÓRIOS,"Mesquita, RJ",vidraçaria,21) 96974-1926,"Estr. Dr. Plínio Casado, 2317 - Prata, Nova Iguaçu - RJ, 26010-422",4.7,,False,如何登陆@jn.shandong.cn邮箱,comercial,negocio_direto,90,dominio proprio,ok
SMB Vidros,"Mesquita, RJ",vidraçaria,21) 2761-5008,"Av. Coelho da Rocha, 367 - Belford Roxo, RJ, 26130-130",4.2,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia BOLHA JIU-JITSU,"Nilópolis, RJ",academia,,"Av. Getúlio Vargas, 2623 - Centro, Nilópolis - RJ, 26510-014",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Corpo e Arte,"Nilópolis, RJ",academia,21) 2692-5643,"R. Comendador Rodrigues Alves, 658 - Olinda, Nilópolis - RJ, 26545-170",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Garra Fitness,"Nilópolis, RJ",academia,21) 98350-9472,"Estr. Dr. Rufino Gonçalves Ferreira, 765 - Centro, Nilópolis - RJ, 26530-170",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Gold Fit,"Nilópolis, RJ",academia,21) 97734-8690,"R. João Pessoa, 1001 - Olinda, Nilópolis - RJ, 26510-115",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Academia Nilópolis Sport Center,"Nilópolis, RJ",academia,21) 97023-9381,"Estr. Mirandela, 651 - Centro, Nilópolis - RJ, 26520-330",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
FitShape,"Nilópolis, RJ",academia,21) 97389-1527,"R. Júlio Berkowitz, 1140 - Cabuís, Nilópolis - RJ, 26540-222",4.8,,False,letters@gty.org,comercial,negocio_direto,90,dominio proprio,ok
KING'S FT,"Nilópolis, RJ",academia,,"Estr. Mirandela, 1432 - Centro, Nilópolis - RJ, 26520-099",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dr. William Rodrigues Santos,"Nilópolis, RJ",advogado,21) 2691-6841,"Estr. Mirandela, 151 - Centro, Nilópolis - RJ, 26520-335",3.9,,False,lsrred@dr.dk,comercial,negocio_direto,90,dominio proprio,ok
ESF Advogados,"Nilópolis, RJ",advogado,21) 96547-5975,"R. Profº Alfredo G. Filgueiras, 54 - casa 07- sl 102 - Centro, Nilópolis - RJ, 26525-060",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Escola São Lázaro,"Nilópolis, RJ",auto escola,21) 2691-6362,"R. Pedro Á. Cabral, n° 31 - Centro, Nilópolis - RJ, 26525-051",4.1,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Julio's Bar,"Nilópolis, RJ",bar,21) 97020-3235,"Estr. Mirandela, 1339 - Centro, Nilópolis - RJ, 26520-081",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Nórdicos Choperia e Petiscaria,"Nilópolis, RJ",bar,,"R. Alberto Teixeira da Cunha, 970 - Centro, Nilópolis - RJ, 26510-615",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
O Cla Pub,"Nilópolis, RJ",bar,,"R. Dr. Manoel Reis, 656 - Centro, Nilópolis - RJ, 26515-402",4.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Leonard Barbearia,"Nilópolis, RJ",barbearia,21) 96463-5707,"Estr. Elizeu de Alvarenga, 1275 - Centro, Nilópolis - RJ, 26587-780",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MED - Center Nilópolis,"Nilópolis, RJ",clínica médica,21) 2691-3973,"Praça Ver. Orlando Hungria, 109 - Centro, Nilópolis - RJ, 26520-340",3.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra. Vivian G.Pires,"Nilópolis, RJ",clínica veterinária,21) 3761-5889,"R. Dr. Manoel Reis, 975 - Centro, Nilópolis - RJ, 26515-401",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
USPAN- Unidade de Saúde e Proteção Animal,"Nilópolis, RJ",clínica veterinária,21) 3039-7111,"Estr. Sen. Salgado Filho, 405 - Olinda, Nilópolis - RJ, 26510-110",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Padaria e Confeitaria Flor de Nilópolis,"Nilópolis, RJ",confeitaria,21) 3760-4773,"R. Pedro Á. Cabral, 344 - Centro, Nilópolis - RJ, 26500-000",4.4,,False,2233-7084encomendas@mlibano.com.br,comercial,negocio_direto,90,dominio proprio,ok
DeR Contabil,"Nilópolis, RJ",contador,21) 3864-0462,"Av. Carmela Dutra, 1983 - 2º andar - Centro, Nilópolis - RJ, 26530-020",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Edivar de Souza Ferreira,"Nilópolis, RJ",contador,21) 2791-4791,"R. Ver. Ângelo Júlio Chambareli, 13 - Centro, Nilópolis - RJ, 26520-130",5.0,,False,pelumiceo@tdpelmedia.com,comercial,negocio_direto,90,dominio proprio,ok
JA | Contabilidade,"Nilópolis, RJ",contador,21) 99308-8630,"Estr. Gen. Mena Barreto, 370 - Centro, Nilópolis - RJ, 26535-330",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Le Gran Contabilidade,"Nilópolis, RJ",contador,21) 3068-0935,"Estr. Mirandela, 151 - 404 - Centro, Nilópolis - RJ, 26520-331",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Curso Preparatório Braga - Nilópolis,"Nilópolis, RJ",curso pré-vestibular,21) 99872-6239,"Av. Getúlio de Moura, N°1103 - Centro, Nilópolis - RJ, 26525-052",,,False,proyectos@cuaed.unam.mx,comercial,negocio_direto,90,dominio proprio,ok
Curso Preparatório SuperAção,"Nilópolis, RJ",curso pré-vestibular,21) 3760-0799,"Estr. Mirandela, 189 - Centro, Nilópolis - RJ, 26520-331",5.0,,False,proyectos@cuaed.unam.mx,comercial,negocio_direto,90,dominio proprio,ok
Curso Progressão,"Nilópolis, RJ",curso pré-vestibular,21) 2691-0044,"Av. Getúlio de Moura - Centro, Nilópolis - RJ, 26525-002",,,False,proyectos@cuaed.unam.mx,comercial,negocio_direto,90,dominio proprio,ok
Dr. Bruno Lamounier,"Nilópolis, RJ",dentista,21) 97582-7502,"R. Jorn. Hungria, 56 - Centro, Nilópolis - RJ, 26520-310",4.9,,False,lsrred@dr.dk,comercial,negocio_direto,90,dominio proprio,ok
Dra. Graziela Valle Sodré,"Nilópolis, RJ",dentista,,"Estr. Mirandela - Centro, Nilópolis - RJ, 26520-332",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Elétrica bacana,"Nilópolis, RJ",eletricista,21) 96409-8817,"Av. Carmela Dutra, 2012 - Centro, Nilópolis - RJ, 26530-020",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Serviços Irmãos Gomes,"Nilópolis, RJ",eletricista,21) 2791-8651,"Estr. Antônio José Bitencourt, 959 - Centro, Nilópolis - RJ, 26535-000",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JS- elétrica - Serviços elétricos: residencial e industrial,"Nilópolis, RJ",eletricista,21) 98012-8879,"R. Nodge Barreto, 78 - antigo 125 apt.101 - Cabral, Nilópolis - RJ, 26515-220",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
RF ELETRICISTA,"Nilópolis, RJ",eletricista,21) 97395-4405,"Av. Dr. Álvaro Lessa, 1005 - Banco de Areia, Mesquita - RJ, 26572-510",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
ENCANADORES DO BRASIL S.A,"Nilópolis, RJ",encanador,21) 96746-7990,"Estr. Gen. Mena Barreto - Centro, Nilópolis - RJ, 26535-330",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Dra Midi,"Nilópolis, RJ",estética,21) 97007-3850,"R. Mario de Araújo, 241 - Centro, Nilópolis - RJ, 26525-131",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Julia Vilandes Estética e Bem Estar,"Nilópolis, RJ",estética,21) 98096-5921,"R. Prof. Alfredo Gonçalves Figueira, 54 - casa 7 Sala 201 - Centro, Nilópolis - RJ, 26525-060",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Érica Freire - Estética e Bem Estar,"Nilópolis, RJ",estética,21) 99131-2099,"Praça Ver. Orlando Hungria, 109 - Sala 301 A - Centro, Nilópolis - RJ, 26520-332",5.0,,False,support@cardgames.io,comercial,negocio_direto,90,dominio proprio,ok
Danielle Lopes Pilates,"Nilópolis, RJ",estúdio de pilates,21) 98661-9778,"Estr. Mirandela, 1829 - Nossa Sra. de Fatima, Nilópolis - RJ, 26520-098",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Lift Life,"Nilópolis, RJ",estúdio de pilates,21) 3039-0593,"Av. Getúlio de Moura, 1483 - Sala 209 - Centro, Nilópolis - RJ, 26525-001",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Flora Life,"Nilópolis, RJ",floricultura,21) 93039-5416,"Av. Getúlio Vargas, 1273 - Centro, Nilópolis - RJ, 26510-014",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Vale Verde Plantas,"Nilópolis, RJ",floricultura,21) 96447-1316,"R. Alberto Teixeira da Cunha - Nossa Sra. de Fatima, Nilópolis - RJ, 26520-070",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MG Imóveis e Advocacia,"Nilópolis, RJ",imobiliária,,"R. Antônio Cardoso Leal, 9 - Centro, Nilópolis - RJ, 26530-010",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Adonai Shallon,"Nilópolis, RJ",joalheria,21) 3761-9437,"Travessa Municipal, loja 15 - Centro, Nilópolis - RJ, 26530-070",4.5,,False,books@hopebolinger.com,comercial,negocio_direto,90,dominio proprio,ok
Nippo Presentes,"Nilópolis, RJ",joalheria,21) 2691-6153,"Estr. Mirandela, 218 - A - Centro, Nilópolis - RJ, 26520-332",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Rei das Correntes,"Nilópolis, RJ",joalheria,21) 96415-8670,"Rua professor alfredo gonçalves figueiras 100 quiosque q7, Nilópolis - RJ, 26525-060",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Branco Lanches,"Nilópolis, RJ",lanchonete,21) 99107-1356,"R. Antônio João Mendonça, 1169 - Centro, Nilópolis - RJ, 26510-617",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Jonas Cicle,"Nilópolis, RJ",loja de bicicleta,,"Av. Tôrres Homem - Éden, São João de Meriti - RJ, 25535-115",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Cem Por Cento Ortobom,"Nilópolis, RJ",loja de móveis,21) 99720-1100,"R. Pedro Á. Cabral, 184 - Centro, Nilópolis - RJ, 26525-052",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Br Marceneiro,"Nilópolis, RJ",marcenaria,21) 97450-9264,"R. Antônio Pereira de Carvalho, 1364 - Cabuís, Nilópolis - RJ, 26540-005",,,False,document@whatwg.org,comercial,negocio_direto,90,dominio proprio,ok
JR Silva Marcenaria ltda,"Nilópolis, RJ",marcenaria,21) 98895-5380,"R. José da Silva Braga, 277 - Olinda, Nilópolis - RJ, 26545-240",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Js montador de móveis,"Nilópolis, RJ",marcenaria,21) 97437-1192,"R. João Evangelista de Carvalho, 39 - Cabral, Nilópolis - RJ, 26520-502",,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Lua Clara Bazar & Material de Construção de Nilópolis Ltda,"Nilópolis, RJ",material de construção,21) 3039-2351,"atendimento whatsapp , 21, R. Alberto Teixeira da Cunha, 643 - 95931-0424 - Centro, Nilópolis - RJ, 26510-614",3.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Material de Construção Bazar do Popó,"Nilópolis, RJ",material de construção,21) 99157-5787,"R. Antônio João Mendonça, 1368 - Centro, Nilópolis - RJ, 26515-592",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
RBA Materiais de Construção,"Nilópolis, RJ",material de construção,21) 96412-8593,"Estr. Antônio José Bitencourt, 650 - Centro, Nilópolis - RJ, 26535-000",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Arca Auto Center,"Nilópolis, RJ",oficina mecânica,21) 3762-7594,"Av. Roberto Silveira, 322 - Olinda, Nilópolis - RJ, 26545-770",4.6,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Mecânica Carlinhos,"Nilópolis, RJ",oficina mecânica,21) 2693-2926,"Estr. Mirandela, 1322 - Centro, Nilópolis - RJ, 26520-170",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Mecânica Danello,"Nilópolis, RJ",oficina mecânica,21) 2791-1050,"Av. Getúlio Vargas, 2429 - Centro, Nilópolis - RJ, 26525-135",4.8,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Auto Técnica Torino,"Nilópolis, RJ",oficina mecânica,21) 2792-1735,"R. Vicente Celestino, 198 - Centro, Nilópolis - RJ, 26525-530",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
JR AUTOS MECÂNICA EM GERAL,"Nilópolis, RJ",oficina mecânica,21) 99330-7043,"Tv. Ramos, 130 - Centro, Nilópolis - RJ, 26525-070",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
L&F Auto Center,"Nilópolis, RJ",oficina mecânica,21) 96463-3743,"Estr. Mirandela, 853 - Centro, Nilópolis - RJ, 26520-331",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Wp Auto Center,"Nilópolis, RJ",oficina mecânica,21) 2691-2555,"Av. Getúlio de Moura, 659 - Centro, Nilópolis - RJ, 26510-000",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Padaria Do Paulo,"Nilópolis, RJ",padaria,,"R. José Tertuliano de Almeida, 109-159 - Centro, Nilópolis - RJ, 26535-240",4.5,,False,2233-7084encomendas@mlibano.com.br,comercial,negocio_direto,90,dominio proprio,ok
Padaria Primor,"Nilópolis, RJ",padaria,21) 3743-2797,"Estr. Antônio José Bitencourt, 819 - Centro, Nilópolis - RJ, 26530-150",4.4,,False,2233-7084encomendas@mlibano.com.br,comercial,negocio_direto,90,dominio proprio,ok
Padaria dos Amigos de Nilópolis,"Nilópolis, RJ",padaria,,"51, Praça Pedro II - Frigorífico, RJ",4.5,,False,2233-7084encomendas@mlibano.com.br,comercial,negocio_direto,90,dominio proprio,ok
Padaria e Confeitaria Edumar,"Nilópolis, RJ",padaria,,"R. João Pessoa, 820 - Olinda, Nilópolis - RJ, 26510-022",4.3,,False,2233-7084encomendas@mlibano.com.br,comercial,negocio_direto,90,dominio proprio,ok
Bom presente papelaria,"Nilópolis, RJ",papelaria,,"Estr. Sen. Salgado Filho, 81 - Olinda, Nilópolis - RJ, 26510-110",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
MC Cartuchos 88,"Nilópolis, RJ",papelaria,21) 3762-8256,"R. Alberto Teixeira da Cunha, 88 - Centro, Nilópolis - RJ, 26510-613",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Bicho do Mato Petshop,"Nilópolis, RJ",pet shop,21) 2791-0207,"Estr. Sen. Salgado Filho, 108 - Olinda, Nilópolis - RJ, 26520-111",4.7,,False,signal@mzeff.88,comercial,negocio_direto,90,dominio proprio,ok
Rapha Pet,"Nilópolis, RJ",pet shop,21) 4132-5058,"atendimento whatsapp , 21 95931-0424, Estr. Antônio José Bitencourt, 1558 - Loja A - Novo Horizonte, Nilópolis - RJ, 26535-000",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Suzy Pet Shop,"Nilópolis, RJ",pet shop,21) 2693-6301,"R. João Evangelista de Carvalho, 2081 - Centro, Nilópolis - RJ, 26515-050",4.5,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
ARC RECUPERADORA,"Nilópolis, RJ",pintor,21) 96486-0642,"R. João Moraes Cardoso Júnior, 1521 - Centro, Nilópolis - RJ, 26540-110",4.3,,False,joselma@live.de,cnpj,negocio_direto,90,dominio proprio,ok
DCP PINTURA AUTOMOTIVA,"Nilópolis, RJ",pintor,21) 97003-6320,"R. João Rodrigues da Cunha, 1093 - Olinda, Nilópolis - RJ, 26510-056",3.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
PH ESTÉTICA AUTOMOTIVA NILÓPOLIS RJ,"Nilópolis, RJ",pintor,21) 98037-3485,"R. Lúcio Tavares, 148 - Centro, Nilópolis - RJ, 26530-060",3.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Real fonsecar,"Nilópolis, RJ",pintor,21) 3762-3981,"Estr. dos Expedicionários, 892 - LOJA C - Cabuís, Nilópolis - RJ, 26540-020",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pizza Port Delivery,"Nilópolis, RJ",pizzaria,21) 96630-4332,"Estr. Antônio José Bitencourt, 436 - Centro, Nilópolis - RJ, 26535-000",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Pizza da Vila,"Nilópolis, RJ",pizzaria,21) 96767-9583,"atendimento whatsapp , 21, R. Carlos Benedete, 523 - 95931-0424 - Nova Cidade, Nilópolis - RJ, 26535-020",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
West Point das Pizzas,"Nilópolis, RJ",pizzaria,,"General Osório, 20 - Parque São Judas Tadeu, São João de Meriti - RJ, 25540-320",4.4,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ckg sisters beauty,"Nilópolis, RJ",salão de beleza,21) 99448-4750,"R. Osvaldo Cruz, 286 - Centro, Nilópolis - RJ, 26530-100",5.0,,False,felipe@ckg.adv.br,comercial,negocio_direto,90,dominio proprio,ok
Dress Hair Company,"Nilópolis, RJ",salão de beleza,21) 96663-1671,"R. Pedro Á. Cabral, 256 - sala 212 - Centro, Nilópolis - RJ, 26525-052",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Ivan Coiffeur,"Nilópolis, RJ",salão de beleza,21) 2693-0391,"R. João Pessoa, 1945 - Centro, Nilópolis - RJ, 26510-113",4.9,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Heplon Serralheria,"Nilópolis, RJ",serralheria,21) 2660-9444,"Av. Getúlio de Moura, 619 - Olinda, Nilópolis - RJ, 26510-000",1.0,,False,ir@zalaris.com,comercial,negocio_direto,90,dominio proprio,ok
LS- Luminosa Serralheria,"Nilópolis, RJ",serralheria,21) 96958-0319,"Av. Carmela Dutra, 2033 - Centro, Nilópolis - RJ, 26530-020",1.0,,False,fabianofcpcosta@oi.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Mr Serralheria,"Nilópolis, RJ",serralheria,,"Estr. Antônio José Bitencourt, 691 - Centro, Nilópolis - RJ, 26535-004",2.7,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Sara G.Serralheria,"Nilópolis, RJ",serralheria,,"Estr. Sen. Salgado Filho, 233 - apto 101 - Olinda, Nilópolis - RJ, 26510-110",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Rei do 1 Real Nilopolis,"Nilópolis, RJ",supermercado,21) 96462-0465,"N, Estr. Mirandela, 726 - Centro, Nilópolis - RJ, 26520-099",4.3,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
BMR Vidraçaria,"Nilópolis, RJ",vidraçaria,,"Av. Getúlio Vargas, 169 - Centro, Nilópolis - RJ, 26510-010",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
VM Vidraçaria Moisés,"Nilópolis, RJ",vidraçaria,21) 97376-1983,"Av. Pres. Kennedy, 238 - Vila Jurandir, São João de Meriti - RJ, 25550-026",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
Optica Walmor,"Nilópolis, RJ",ótica,21) 2791-5840,"R. Pedro Á. Cabral, 359 - Centro, Nilópolis - RJ, 26525-030",5.0,,False,jubao@zhihu.com,comercial,negocio_direto,90,dominio proprio,ok
"Dra. Débora Servino Advocacia - Especialista em Direito de Família, Consumidor e Civill","Nova Iguaçu, RJ",advogado,21) 99120-5021,"R. Otávio Tarquino, º 74 - Sala 801 - Centro, Nova Iguaçu - RJ, 26210-172",4.9,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Choperia Arizona,"Nova Iguaçu, RJ",bar,21) 99007-2824,"R. São Lázaro, 31 - Jardim Iguaçu, Nova Iguaçu - RJ, 26282-350",4.5,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
Devoto Boteco Tradicional,"Nova Iguaçu, RJ",bar,21) 2668-1062,"Rua Doutor Artur Tibau, 125 - Centro, Nova Iguaçu - RJ, 26255-160",4.4,,False,abertura@maismei.com.br,cnpj,negocio_direto,90,dominio proprio,ok
CEMI - Centro de Especialidades Médicas Iguaçu,"Nova Iguaçu, RJ",clínica médica,21) 3900-6587,"R. Cel. Bernardino de Melo, 2191 - Centro, Nova Iguaçu - RJ, 26255-140",1.9,,False,plane@plane.com.br,cnpj,negocio_direto,90,dominio proprio,ok
